Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
62-1552,1,Honda (American Honda Motor Co.),1-Day,,,OCT-2021,2HGFC2F6XLH, ,N/A,Honda,Civic, ,2020, ,dda667a0c7c8c9c,,Y,Consumer,,Y, ,No,ADAS,, ,Y, , , , , , ,,AUG-2021, ,OCT-2021,,Y,cfb231f0edaaaef,,Y,,Y,,Y,Lancaster, ,PA ,,Y,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Heavy Truck,Moderate,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Merging,No,Yes,Unknown,,Y, , , , , , , , , , ,Y, , , , , , , ,Y,No,, ,No,, ,, ,, ,Unknown, ,Customer was merging onto a highway when a dump truck hit the customer's vehicle four times. Customer is seeking an update on a backordered part for the vehicle repairs., 
13781-1551,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJYGAEE5MF, ,N/A,Tesla,Model Y, ,2021, ,dc4935fbff78724,7288, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,00:29, ,ff585b9292bca1c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Acton, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Yes,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
10039-1548,2,"BMW of North America, LLC",Other Update,,,OCT-2021,WBA53BH03MC, ,N/A,BMW,530i, ,2021, ,b04a9a933304ad0,,Y,Consumer,,Y, ,No,ADAS,, ,Y, , , , , , ,,,Y,OCT-2021,,Y, ,,Y,,Y,,Y,Houston, ,TX ,,Y,Highway / Freeway,"Other, see Narrative","Other, see Narrative",,Y,"Other, see Narrative", , , , , , , ,Y,Hurricane Ida,Other Fixed Object,No Injuries Reported,Unknown,,,, , , , , , , , , , , ,"Other, see Narrative",Unknown,Yes,Yes,,Y, , , , , , , , , , ,Y, , , , , , , ,Y,No,, ,Unknown,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"According to the customer, [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
10039-1548,1,"BMW of North America, LLC",1-Day,,,OCT-2021,WBA53BH03MC, ,N/A,BMW,530i, ,2021, ,b04a9a933304ad0,,Y,Consumer,,Y, ,No,ADAS,, ,Y, , , , , , ,,,Y,OCT-2021,,Y, ,,Y,,Y,,Y,Houston, ,TX ,,Y,Highway / Freeway,"Other, see Narrative","Other, see Narrative",,Y,"Other, see Narrative", , , , , , , ,Y,Hurricane Ida,Other Fixed Object,No Injuries Reported,Unknown,,,, , , , , , , , , , , ,"Other, see Narrative",Unknown,Yes,Yes,,Y, , , , , , , , , , ,Y, , , , , , , ,Y,No,, ,Unknown,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"According to the customer, [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", 
13781-1547,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJYGDED8MF, ,N/A,Tesla,Model Y, ,2021, ,8de0c5e7021b3eb,13153, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,20:02, ,f29c87eb6a86904,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Hilliard, ,OH ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1546,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJSA1E43HF, ,N/A,Tesla,Model S, ,2017, ,73da89040a5da21,45110, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,21:06, ,fdef87fd085685c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Waco, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1545,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJSA1E17GF, ,N/A,Tesla,Model S, ,2016, ,b0aea1e4fff6934,92749, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,01:02, ,a2084dcf852189a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Houston, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1544,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJ3E1EB3KF, ,N/A,Tesla,Model 3, ,2019, ,5b787370bdf15e4,31124, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,21:54, ,efdb9800e4febb9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Ellensburg, ,WA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1543,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJ3E1EA7LF, ,N/A,Tesla,Model 3, ,2020, ,ab36cd46407975a,38150, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,22:52, ,49576e443152267,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Riverside, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1542,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJ3E1EA4JF, ,N/A,Tesla,Model 3, ,2018, ,f0bdb88aebd8bbe,24889, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,20:11, ,2f5c6e82cd4a83a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1541,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJ3E1EB6KF, ,N/A,Tesla,Model 3, ,2019, ,a1ec12652fe57cf,29657, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,"Unknown, see Narrative",, ,Y,Y, , , , , ,,JUN-2021, ,OCT-2021,17:12, ,c7fa39803a013cd,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,North Richland Hills, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Passenger Car,Minor,Unknown,Unknown,No,Unknown, , , , , , , , , , ,Y,Unknown,No,Yes,Unknown,,Y, , , , , , , , , , ,Y,Y, , ,Y, , , , ,Yes,North Richland Hills Police Department, ,Unknown,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1538,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJSA1E26GF, ,N/A,Tesla,Model S, ,2016, ,ed340d434e85eac,26440, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,02:17, ,8dc5007f4d3fb39,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Clarendon, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1537,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJSA1E27HF, ,N/A,Tesla,Model S, ,2017, ,352f0381775a175,51359, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,10:11, ,6fb6fafcdd9e0ca,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Pompano Beach, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
502-1470,2,Ford Motor Company,10-Day Update,,,OCT-2021,1FTFW1ED3MF, ,N/A,Ford,F-150, ,2021, ,33030af43c59535,2000, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,"Unknown, see Narrative",, , , ,Y, , , ,Y,ODI #11436013,SEP-2021, ,OCT-2021,15:24, ,454dcb0ebecb8ff,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,AL ,,Y,Highway / Freeway,Unknown,Unknown,70, ,Daylight,Y, , , , , , , ,,Other Fixed Object,Fatality,Yes,,,, , , , , , , , , , , ,Unknown,Yes,Yes,Unknown,75, , , , , , , , , , , ,Y, ,Y, , , , , , ,Unknown,,Y,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
 According to information contained in the VOQ, ""The contact's father owned a 2021 Ford F-150. The contact stated that while his father was driving at 75-80 MPH on self-driving mode, the electronic steering wheel inadvertently locked, causing him to lose control of the vehicle and the vehicle crashed into an exit sign on the interstate. The air bags deployed. Then, the vehicle accelerated uncontrollably 260 yards and crashed into a tree where the vehicle came to a stop. A police report was filed.  The contact stated his father sustained injuries and was transported out of the vehicle to the hospital by emergency units. The contact stated his father deceased 4 hours later. The vehicle was towed to a tow lot, where it was totaled. The manufacturer was made aware of the failure. The approximate failure mileage was 2,000.""",Y
1243-1528,1,"Subaru of America, Inc.",1-Day,,,OCT-2021,JF2SKARC8LH, ,N/A,Subaru,Forester, ,2020, ,972a06e9bb25d6a,20300, ,Consumer,,Y, ,No,ADAS,, ,Y, , , , , , ,,OCT-2021, ,OCT-2021,01:15, ,c956f70c7f82c2f,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Maplewood, ,MO ,,Y,Unknown,Dry,Unknown,35, ,Dark - Unknown Lighting,Y, , , , , , , ,,Pole / Tree,Minor,Yes,,,, , , , , , , , , , , ,Proceeding Straight,Yes,Yes,Yes,32, , , , , , , , , ,Y, , , , , ,Y, , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", 
13781-1527,2,"Tesla, Inc.",10-Day Update,,,OCT-2021,5YJXCAE46LF, ,N/A,Tesla,Model X, ,2020, ,02478c9037b5062,65666, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,15:40, ,73471dd734eb9d0,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Fortville, ,IN ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,,Y,Daylight,Y, , , , , , , ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,40, , , , , , , , , , , ,Y,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1516,2,"Tesla, Inc.",10-Day Update,,,OCT-2021,5YJ3E1EA0JF, ,N/A,Tesla,Model 3, ,2018, ,ad376783b7234cd,,Y,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, ,Y,Y, , , , , ,,JUL-2021, ,OCT-2021,,Y,26af36f8886f820,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Rancho Cordova, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,"Other, see Narrative",65, ,Daylight,Y, , , , , , , ,,"Other, see Narrative",Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Unknown,Unknown,71, , , , , , ,Y, , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1521,2,"Tesla, Inc.",10-Day Update,,,OCT-2021,5YJ3E1EB3MF, ,N/A,Tesla,Model 3, ,2021, ,9bcc74ef7dd1885,13401, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,13:05, ,300931fc9ba8589,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Sunol, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65, ,Dark - Lighted,Y, , , , , , , ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Lane / Road Departure,Yes,Unknown,Unknown,60, , , ,Y, , , , , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1513,2,"Tesla, Inc.",10-Day Update,,,OCT-2021,5YJXCBE43GF, ,N/A,Tesla,Model X, ,2016, ,78e9c8b2be108e3,37313, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,06:40, ,4fa3b0881d20cbc,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Houston, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1511,2,"Tesla, Inc.",10-Day Update,,,OCT-2021,5YJSA1E2XKF, ,N/A,Tesla,Model S, ,2019, ,8c22dd1d2b90a69,38463, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,09:57, ,81bc6900e0e5f5a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Pomona, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Work Zone,65, ,Dark - Lighted,Y, , , , , , , ,,Other Fixed Object,Unknown,Unknown,,,, , , , , , , , , , , ,Unknown,Yes,Unknown,Unknown,63, , , ,Y, , , , , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1512,2,"Tesla, Inc.",10-Day Update,,,OCT-2021,5YJSA1E44GF, ,N/A,Tesla,Model S, ,2016, ,7dd6dfe52f7b5e1,83984, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,15:49, ,601f79269327cb2,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Cortlandt, ,NY ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-1527,1,"Tesla, Inc.",1-Day,,,OCT-2021,5YJXCAE46LF, ,N/A,Tesla,Model X, ,2020, ,02478c9037b5062,65666, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,OCT-2021, ,OCT-2021,15:40, ,73471dd734eb9d0,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Fortville, ,IN ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
